what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307041913153
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307041920443
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307041936323
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307041941960
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1307041952244
executed,command,org.eclipse.wst.server.ui,,"org.eclipse.wst.server.launchShortcut.debug",1307041952272
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1307041952272
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1307041955667
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307041962760
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042411718
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042432544
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042442154
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1307042442217
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042451686
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042454229
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1307042454338
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1307042454354
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042457739
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042465266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042468105
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042472208
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042473550
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042474993
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042479517
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042479611
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1307042482497
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042483011
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042485445
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042485461
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042487910
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307042490798
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042505524
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042505571
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042505571
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1307042507225
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042507427
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042507505
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042509830
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042512981
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042540780
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042671150
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042672834
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307042676594
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042683786
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042697654
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042721148
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042724970
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042736015
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042744439
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042747637
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042748682
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307042753206
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1307042754048
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307042757870
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042762191
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042765982
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1307042773845
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307042782175
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307042805794
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307042806028
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307042806652
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307042810723
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307042820816
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1307042827400
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1307042840660
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042849380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042850285
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042879067
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042879847
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042881157
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042881594
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042882078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042906336
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042907537
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042908098
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042909799
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042911172
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1307042935227
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042935289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307042936132
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307042957114
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307042984757
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307042994803
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307042996192
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307043005084
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307043007611
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1307043020793
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307043027408
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043054458
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043107716
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043120930
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043168744
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043254622
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043260862
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1307043287772
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1307043289925
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307043305634
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043309815
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043311422
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043312030
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043312732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043320204
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043321265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043323122
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043324791
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1307043328800
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307043330750
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1307043333043
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307043334650
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043338222
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043339330
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307043343667
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1307043348113
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043350203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043351233
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1307043352902
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307043353682
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1307043513910
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307043521882
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307043522568
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043523145
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043544814
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307043563112
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1307043567356
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307043568432
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307043569883
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1307043572847
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307043579726
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1307043582456
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307043584516
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307043596075
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043601145
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043745819
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1307043748026
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1307043748525
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1307043749581
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307043753530
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307043756007
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1307043779550
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1307043780725
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1307043781316
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307043782011
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307043782222
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307043785232
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307043797665
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307043804273
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1307043822997
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307043823774
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307043828406
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307043829775
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307043835529
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307043841965
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1307043846404
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307043848183
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307043848847
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307043850420
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307043867173
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1307043869722
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307043871732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307043882773
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307044100527
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307044238069
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307044257970
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307044382976
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307044382998
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307044383007
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1307044399749
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1307044402099
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307044403393
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307044410063
